Temp(degC),Salinity(PSU),pH,DO(mg/l),precipitation(mm),Air_temp(degC)
21.70789846,36.163,8.2708,6.4070625,0,20.69477888
21.70794923,36.157,8.2715,6.45083125,0,20.69466601
21.70797462,36.152,8.272,6.499765625,0,20.69460958
21.70798731,36.149,8.272,6.548432812,0,20.69458136
21.70799365,36.147,8.2713,6.593916406,0,20.69456725
21.70799683,36.145,8.2693,6.631908203,0,20.69028363
21.71499841,36.146,8.2673,6.664904102,0,20.67614181
21.72849921,36.15,8.2659,6.697402051,0,20.65507091
21.7477496,36.158,8.2645,6.727201025,0,20.63103545
21.7718748,36.171,8.2631,6.753100513,0,20.60601773
21.7984374,36.182,8.2623,6.776450256,0,20.57850886
21.8047187,36.19,8.2622,6.798125128,0,20.54625443
21.80385935,36.194,8.263,6.819362564,0,20.50762722
21.80342968,36.194,8.2654,6.842031282,0,20.46131361
21.80321484,36.19,8.2687,6.838415641,0,20.4081568
21.80310742,36.185,8.2729,6.836607821,0,20.3505784
21.80305371,36.178,8.2784,6.83570391,0,20.2877892
21.80302685,36.1815,8.2852,6.835251955,0,20.2198946
21.80301343,36.1835,8.2914,6.835025978,0,20.1474473
21.80300671,36.1875,8.2953,6.834912989,0,20.07172365
21.80300336,36.19,8.2971,6.834856494,0,19.99386183
21.80300168,36.192,8.2955,6.834828247,0,19.91543091
21.79900084,36.194,8.2918,6.834814124,0,19.83571546
21.79000042,36.199,8.2708,6.834807062,0,19.75285773
21.77900021,36.1965,8.26975,6.814353531,0,19.66792886
21.7675001,36.19525,8.268075,6.779276765,0,19.58096443
21.75475005,36.194625,8.2689125,6.737038383,0,19.49248222
21.74237503,36.1943125,8.26933125,6.694719191,0,19.40224111
21.72868751,36.19415625,8.269540625,6.655709596,0,19.30962055
21.71384376,36.19407813,8.269435938,6.624254798,0,19.21531028
21.69892188,36.19403906,8.269383594,6.608527399,0,19.11915514
21.68546094,36.19401953,8.269357422,6.600663699,0,19.02207757
21.67373047,36.19400977,8.269344336,6.59673185,0,18.92403878
21.66436523,36.18500488,8.269337793,6.594765925,0,18.82601939
21.65618262,36.17700244,8.264,6.5841,0,18.7280097
21.64759131,36.18100366,8.2698,6.5909,0,18.63150485
21.63879565,36.18300427,8.2729,6.5928,0,18.53675242
21.62939783,36.18400458,8.2715,6.5844,0,18.44487621
21.61969891,36.18450473,8.2685,6.5751,0,18.35593811
21.61034946,36.18475481,8.2663,6.5718,0,18.26996905
21.61467473,36.18487984,8.2616,6.5658,0,18.18798453
21.61683736,36.18494236,8.2543,6.5565,0,18.10999226
21.61791868,36.18497362,8.2476,6.5488,0,18.03499613
21.61845934,36.18498925,8.2431,6.5429,0,17.95999807
21.61872967,36.194,8.241,6.5408,0,17.88399903
21.61886484,36.2,8.2434,6.5453,0,17.80549952
21.61893242,36.202,8.2472,6.5503,0,17.72524976
21.61896621,36.214,8.2508,6.5524,0,17.64462488
21.6189831,36.219,8.2592,6.5549,0,17.56231244
21.61899155,36.218,8.2652,6.5572,0,17.47815622
21.61898733,36.216,8.2727,6.5575,0,17.39407811
21.61898522,36.213,8.2777,6.5555,0,17.31303905
21.61898416,36.212,8.2796,6.5493,0,17.23701953
21.61898363,36.218,8.2767,6.5372,0,17.16750976
21.61898337,36.22,8.2715,6.5211,0,17.10475488
21.61898324,36.213,8.249,6.51125,0,17.04587744
21.61898317,36.2015,8.2481,6.493675,0,16.99243872
21.61898314,36.19275,8.24855,6.4953875,0,16.94571936
21.61898312,36.179375,8.248775,6.49624375,0,16.90285968
21.61849156,36.1656875,8.2488875,6.496671875,0,16.86092984
21.61324578,36.15284375,8.24894375,6.496885938,0,16.81846492
21.60712289,36.14842187,8.248971875,6.496992969,0,16.77273246
21.60106145,36.15063281,8.248985937,6.497046484,0,16.72536623
21.59303072,36.15173828,8.248992969,6.497073242,0,16.67818312
21.58401536,36.15229102,8.248996484,6.497059863,0,16.62959156
21.58250768,36.15256738,8.248998242,6.497053174,0,16.57879578
21.58326152,36.15270557,8.250049121,6.497049829,0,16.52839789
21.58363844,36.15277466,8.255674561,6.497048157,0,16.48119894
21.5838269,36.1528092,8.26273728,6.497047321,0,16.43859947
21.58392113,36.15282648,8.26856864,6.497046902,0,16.40229974
21.58396825,36.15283511,8.27363432,6.497046693,0,16.37164987
21.5839918,36.15691756,8.27926716,6.497046589,0,16.34482493
21.58400358,36.16945878,8.28003358,6.497046537,0,16.32241247
21.58400947,36.16318817,8.27965037,6.490623268,0,16.30520623
21.58400653,36.16005286,8.279458765,6.473511634,0,16.29060312
21.58400505,36.15848521,8.279362963,6.461855817,0,16.27680156
21.58400432,36.15770138,8.279315061,6.458377909,0,16.26190078
21.58400395,36.15730947,8.279291111,6.460116863,0,16.24395039
21.58400377,36.15711351,8.279279135,6.46098634,0,16.22347519
21.58400367,36.15701554,8.279273148,6.461421079,0,16.2022376
21.58400363,36.15706452,8.279270154,6.461638448,0,16.1796188
21.58400361,36.15708902,8.279268657,6.461747132,0,16.1543094
21.585,36.15710127,8.274784328,6.461801475,0,16.1286547
21.579,36.15710739,8.267942164,6.4421,0,16.10432735
21.575,36.15711045,8.260071082,6.4502,0,16.08366367
21.573,36.15711198,8.252235541,6.4549,0,16.06783184
21.571,36.15711275,8.244517771,6.4621,0,16.05591592
21.567,36.15711313,8.236508885,6.4755,0,16.04595796
21.562,36.15711332,8.230204443,6.4919,0,16.04047898
21.557,36.15755666,8.232902221,6.50195,0,16.03773949
21.552,36.16927833,8.234251111,6.518075,0,16.034
21.549,36.18013917,8.234925555,6.5370375,0,16.035
21.544,36.18556958,8.235262778,6.55831875,0,16.035
21.5375,36.18828479,8.235431389,6.581609375,0,16.032
21.52975,36.1896424,8.235515694,6.606454687,0,16.029
21.521375,36.1903212,8.235557847,6.632827344,0,16.028
21.5126875,36.1906606,8.235578924,6.660313672,0,16.027
21.50384375,36.204,8.235589462,6.688456836,0,16.026
21.50042188,36.198,8.235594731,6.716528418,0,16.025
21.49871094,36.193,8.240597365,6.743614209,0,16.025
21.49785547,36.191,8.247648683,6.769057104,0,16.0335
21.49742773,36.194,8.254574341,6.792128552,0,16.03
21.49721387,36.196,8.261137171,6.812364276,0,16.033
21.49710693,36.195,8.267818585,6.829382138,0,16.036
21.49705347,36.194,8.273759293,6.842391069,0,16.0375
21.49702673,36.193,8.278379646,6.8587,0,16.04025
21.495,36.191,8.2859,6.8611,0,16.044125
21.497,36.192,8.2892,6.8658,0,16.0505625
21.4955,36.193,8.2928,6.872,0,16.05978125
21.4915,36.195,8.2975,6.8815,0,16.07239063
21.48425,36.198,8.3013,6.8915,0,16.08819531
21.473625,36.202,8.3028,6.8997,0,16.10759766
21.4588125,36.209,8.3032,6.9094,0,16.13129883
21.43890625,36.219,8.3022,6.921,0,16.15914941
21.42545313,36.229,8.3012,6.9325,0,16.18957471
21.42322656,36.237,8.3017,6.9436,0,16.21828735
21.42361328,36.244,8.3029,6.954,0,16.24364368
21.42380664,36.249,8.3053,6.9626,0,16.26432184
21.42390332,36.254,8.3088,6.972,0,16.28066092
21.42395166,36.259,8.3128,6.984,0,16.28983046
21.42397583,36.262,8.3153,6.9972,0,16.29441523
21.42398792,36.265,8.31405,7.012,0,16.29670761
21.42399396,36.267,8.313425,7.0259,0,16.3
21.42399094,36.269,8.3131125,7.0364,0,16.299
21.421,36.271,8.31295625,7.0445,0,16.301
21.424,36.273,8.312878125,7.0495,0,16.306
21.425,36.275,8.312839063,7.0516,0,16.314
21.43,36.276,8.312819531,7.0518,0,16.3225
21.432,36.275,8.312809766,7.0483,0,16.33225
21.431,36.274,8.312804883,7.0403,0,16.344125
21.43,36.272,8.310802441,7.0305,0,16.3575625
21.426,36.268,8.305901221,7.02,0,16.37078125
21.423,36.263,8.30015061,7.0085,0,16.38339063
21.419,36.257,8.295225305,6.997,0,16.39319531
21.416,36.249,8.296762653,6.9833,0,16.40209766
21.409,36.239,8.297531326,6.966,0,16.41204883
21.398,36.228,8.297915663,6.9465,0,16.42202441
21.383,36.216,8.298107832,6.9249,0,16.43251221
21.366,36.203,8.298203916,6.9032,0,16.4432561
21.35,36.192,8.298251958,6.8837,0,16.45412805
21.335,36.182,8.298275979,6.8657,0,16.46456403
21.323,36.175,8.298287989,6.8502,0,16.47578201
21.313,36.169,8.298293995,6.8371,0,16.48639101
21.306,36.165,8.298296997,6.8262,0,16.4971955
21.3025,36.162,8.304398499,6.8191,0,16.50759775
21.30075,36.163,8.304549249,6.8167,0,16.51729888
21.299,36.165,8.304473874,6.8153,0,16.52714944
21.299,36.165,8.304436186,6.8126,0,16.53857472
21.298,36.165,8.304417343,6.8092,0,16.55178736
21.294,36.163,8.304407921,6.8039,0,16.56689368
21.29,36.162,8.30440321,6.7992,0,16.58444684
21.288,36.162,8.304400854,6.7973,0,16.60422342
21.286,36.162,8.304399676,6.7957,0,16.62661171
21.283,36.162,8.304399088,6.7944,0,16.65180585
21.282,36.163,8.304398793,6.794,0,16.67790293
21.282,36.164,8.297599397,6.7942,0,16.70245146
21.284,36.165,8.289049698,6.7956,0,16.72472573
21.289,36.167,8.284774849,6.7986,0,16.74236287
21.295,36.169,8.282637425,6.802,0,16.75618143
21.298,36.17,8.281568712,6.8049,0,16.76509072
21.2965,36.171,8.281034356,6.8078,0,16.76954536
21.29575,36.172,8.2744,6.8103,0,16.77177268
21.295375,36.173,8.2782,6.8124,0,16.775
21.2951875,36.175,8.2804,6.8142,0,16.774
21.29509375,36.178,8.2805,6.8149,0,16.776
21.29504688,36.183,8.2765,6.8143,0,16.781
21.29502344,36.188,8.2722,6.8125,0,16.7885
21.29501172,36.193,8.2704,6.8091,0,16.79625
21.29500586,36.2,8.2681,6.8038,0,16.806125
21.29400293,36.208,8.2654,6.7964,0,16.8185625
21.28550146,36.216,8.2638,6.7884,0,16.83278125
21.27475073,36.224,8.2635,6.7807,0,16.84739063
21.26887537,36.232,8.2655,6.7732,0,16.86219531
21.26593768,36.24,8.2709,6.7664,0,16.87559766
21.26446884,36.247,8.2792,6.7593,0,16.88929883
21.26373442,36.255,8.28245,6.7513,0,16.90464941
21.26336721,36.264,8.280825,6.7433,0,16.92132471
21.26318361,36.272,8.2800125,6.7355,0,16.93966235
21.261,36.278,8.27960625,6.7253,0,16.95883118
21.263,36.283,8.279403125,6.7114,0,16.97641559
21.2615,36.284,8.279301562,6.7024,0,16.99270779
21.258,36.283,8.279250781,6.6863,0,17.0068539
21.2515,36.279,8.279225391,6.66475,0,17.01842695
21.24375,36.272,8.279212695,6.639025,0,17.02771347
21.233875,36.26,8.279206348,6.6088125,0,17.03335674
21.2209375,36.245,8.276003174,6.57375625,0,17.03617837
21.20646875,36.23,8.277604761,6.537278125,0,17.039
21.19123438,36.219,8.278405554,6.517389062,0,17.041
21.17611719,36.211,8.278805951,6.509494531,0,17.046
21.16205859,36.21,8.279006149,6.507047266,0,17.0555
21.1480293,36.212,8.279106248,6.508270898,0,17.06875
21.13301465,36.215,8.279156298,6.508882715,0,17.084375
21.11750732,36.223,8.279181323,6.509188623,0,17.1031875
21.10175366,36.237,8.279193835,6.509341577,0,17.12659375
21.09587683,36.252,8.279200091,6.509418054,0,17.15279687
21.09843842,36.262,8.279950046,6.509456293,0,17.17889844
21.09971921,36.27,8.280325023,6.4975,0,17.20344922
21.1003596,36.272,8.280512511,6.5016,0,17.22472461
21.1006798,36.272,8.280418767,6.5046,0,17.2443623
21.1008399,36.274,8.280371895,6.5118,0,17.26368115
21.10091995,36.273,8.280348459,6.5159,0,17.28234058
21.10095998,36.269,8.280336741,6.5164,0,17.29917029
21.10097999,36.264,8.2869,6.5165,0,17.31558514
21.10098999,36.259,8.2831,6.5165,0,17.33379257
21.100995,36.254,8.2807,6.5174,0,17.35389629
21.1049975,36.251,8.2812,6.5212,0,17.37844814
21.11049875,36.247,8.281,6.5227,0,17.40572407
21.11624937,36.239,8.2779,6.5187,0,17.43486204
21.11337406,36.229,8.2741,6.5115,0,17.46643102
21.11193641,36.218,8.2691,6.5003,0,17.50071551
21.11121758,36.207,8.2647,6.4882,0,17.53735775
21.11085816,36.199,8.2627,6.4783,0,17.57467888
21.11067846,36.193,8.2619,6.4687,0,17.61233944
21.1105886,36.19,8.2626,6.46,0,17.64966972
21.11054368,36.19,8.2655,6.4517,0,17.68683486
21.11056614,36.192,8.27945,6.4428,0,17.72491743
21.11057737,36.198,8.280225,6.4351,0,17.76395871
21.11058299,36.209,8.2811125,6.4292,0,17.80347936
21.11058579,36.219,8.28066875,6.4251,0,17.84423968
21.1105872,36.227,8.280446875,6.4236,0,17.88761984
21.1105879,36.231,8.280335938,6.4249,0,17.93430992
21.11058825,36.231,8.280280469,6.4294,0,17.98465496
21.11058843,36.229,8.280252734,6.4382,0,18.03932748
21.11058852,36.228,8.280238867,6.4523,0,18.09716374
21.11379426,36.224,8.280231934,6.46215,0,18.15858187
21.11889713,36.216,8.280228467,6.480225,0,18.22429093
21.11634569,36.209,8.280226733,6.5021625,0,18.29314547
21.11506998,36.203,8.2743,6.51478125,0,18.36357273
21.11443212,36.2,8.2687,6.520190625,0,18.43528637
21.11411319,36.201,8.2671,6.522095312,0,18.50664318
21.11395372,36.202,8.2664,6.521142969,0,18.57832159
21.11387399,36.202,8.2646,6.520666797,0,18.6516608
21.11383412,36.204,8.2647,6.520428711,0,18.7258304
21.11385406,36.206,8.2666,6.520309668,0,18.7999152
21.11386402,36.21,8.268,6.520250146,0,18.8754576
21.11386901,36.214,8.2677,6.5349,0,18.9532288
21.1138715,36.217,8.2652,6.5274,0,19.0341144
21.11387274,36.22,8.2592,6.5256,0,19.1185572
21.11387337,36.223,8.252,6.524,0,19.2062786
21.11387368,36.229,8.24855,6.5183,0,19.2961393
21.11387383,36.235,8.243675,6.5137,0,19.38906965
21.11387391,36.242,8.2461125,6.5102,0,19.48453482
21.11393696,36.25,8.24733125,6.5069,0,19.58126741
21.11390543,36.258,8.247940625,6.5047,0,19.67713371
21.11388967,36.267,8.248245313,6.5023,0,19.77156685
21.11388179,36.276,8.248397656,6.4991,0,19.86228343
21.11387785,36.286,8.248473828,6.4977,0,19.95014171
21.11387588,36.297,8.248511914,6.4997,0,20.03557086
21.1138749,36.308,8.248530957,6.5044,0,20.11728543
21.1138744,36.319,8.248540479,6.5125,0,20.19514271
21.12,36.33,8.250370239,6.5206,0,20.27057136
21.114,36.337,8.25718512,6.5259,0,20.34628568
21.109,36.343,8.26559256,6.5296,0,20.42314284
21.106,36.344,8.27304628,6.5308,0,20.50307142
21.101,36.343,8.27967314,6.5305,0,20.58553571
21.098,36.339,8.28633657,6.5301,0,20.66826785
21.0925,36.331,8.284668285,6.5274,0,20.75213393
21.08625,36.318,8.283834142,6.522,0,20.83806696
21.085625,36.305,8.283417071,6.5146,0,20.92353348
21.0859375,36.295,8.283208536,6.5054,0,21.00626674
21.08578125,36.289,8.283104268,6.4942,0,21.08413337
21.08570313,36.287,8.283052134,6.4813,0,21.15456669
21.08566406,36.288,8.283026067,6.4651,0,21.21928334
21.08564453,36.29,8.283013033,6.45475,0,21.27914167
21.08563477,36.295,8.283006517,6.437175,0,21.33357084
21.08562988,36.305,8.283003258,6.4136875,0,21.38128542
21.08,36.314,8.277651629,6.40859375,0,21.42414271
21.085,36.322,8.270275815,6.411140625,0,21.46507135
21.087,36.327,8.262037907,6.412414062,0,21.50503568
21.085,36.327,8.253968954,6.413050781,0,21.54601784
21.08,36.326,8.246184477,6.413369141,0,21.58700892
21.077,36.328,8.242092238,6.41352832,0,21.62600446
21.071,36.327,8.244138358,6.41360791,0,21.66350223
21.0615,36.325,8.245161417,6.413647705,0,21.69625111
21.05025,36.322,8.245672947,6.413667603,0,21.69662556
21.039125,36.315,8.245928712,6.4035,0,21.69643834
21.0300625,36.306,8.246056594,6.4178,0,21.69634473
21.02553125,36.296,8.246120536,6.423,0,21.69629792
21.02326563,36.2885,8.246152506,6.4259,0,21.69627452
21.02213281,36.27575,8.246168492,6.4312,0,21.69626282
21.02156641,36.257375,8.246176484,6.4319,0,21.69625697
21.018,36.2376875,8.246172488,6.4272,0,21.69625404
21.02,36.23734375,8.24617049,6.422,0,21.69625258
21.021,36.23751563,8.246169491,6.418,0,21.69625185
21.02,36.23760156,8.246168991,6.4158,0,21.68062592
21.014,36.23764453,8.246168741,6.4182,0,21.65731296
21.008,36.23766602,8.246168616,6.4192,0,21.62865648
21.005,36.23767676,8.246168554,6.4153,0,21.59532824
20.9995,36.23767139,8.246168523,6.4101,0,21.55866412
20.99175,36.2376687,8.246168507,6.4029,0,21.52033206
20.983375,36.23766736,8.244934254,6.3964,0,21.47866603
20.9816875,36.237,8.24555138,6.3937,0,21.43233302
20.98253125,36.251,8.245242817,6.393,0,21.38066651
20.98295313,36.254,8.245088535,6.3948,0,21.32183325
20.98316406,36.253,8.245011394,6.3997,0,21.25691663
20.98326953,36.254,8.244972824,6.4075,0,21.18745831
20.98332227,36.249,8.244953539,6.4199,0,21.11322916
20.98334863,36.236,8.244943896,6.4377,0,21.03411458
20.98336182,36.225,8.2376,6.4566,0,20.95105729
20.98336841,36.219,8.2437,6.4737,0,20.86602864
20.98,36.219,8.2463,6.49,0,20.77951432
20.9846842,36.228,8.2426,6.5037,0,20.69275716
20.9888421,36.241,8.2374,6.5178,0,20.60587858
20.99592105,36.251,8.2336,6.5343,0,20.51793929
21.00496053,36.26,8.2314,6.5505,0,20.42946965
21.01548026,36.2725,8.2325,6.5661,0,20.34123482
21.02724013,36.28775,8.23305,6.5817,0,20.25311741
21.03912007,36.303375,8.233325,6.5969,0,20.16455871
21.05056003,36.3106875,8.2334625,6.6121,0,20.07527935
21.06078002,36.31384375,8.23353125,6.6277,0,19.98513968
21.06989001,36.31342188,8.233565625,6.6421,0,19.89556984
21.078445,36.31321094,8.233582812,6.6543,0,19.80678492
21.0852225,36.31310547,8.233591406,6.6646,0,19.71939246
21.09011125,36.31305273,8.233587109,6.6725,0,19.63369623
21.09405563,36.328,8.2387,6.6787,0,19.54884811
21.09752781,36.323,8.233584961,6.6839,0,19.46442406
21.10076391,36.319,8.233583887,6.6873,0,19.38021203
21.107,36.318,8.23358335,6.6888,0,19.29610601
21.11,36.317,8.233583081,6.6879,0,19.21205301
21.111,36.313,8.233582947,6.6841,0,19.1285265
21.112,36.309,8.23358288,6.6775,0,19.04526325
21.112,36.305,8.2381,6.6679,0,18.96213163
21.111,36.3,8.2311,6.6582,0,18.87956581
21.11,36.297,8.2255,6.6502,0,18.79928291
21.109,36.294,8.2216,6.6438,0,18.72114145
21.108,36.29,8.221,6.6402,0,18.64657073
21.107,36.288,8.2209,6.6383,0,18.57478536
21.106,36.288,8.2198,6.6375,0,18.50539268
21.105,36.289,8.2199,6.6398,0,18.43919634
21.105,36.292,8.2213,6.6458,0,18.37609817
21.105,36.296,8.2228,6.6528,0,18.31504909
21.104,36.301,8.2242,6.6593,0,18.25552454
21.103,36.307,8.2251,6.6658,0,18.19626227
21.101,36.314,8.2247,6.6711,0,18.13713114
21.1,36.322,8.2247,6.6778,0,18.07806557
21.098,36.333,8.226,6.6877,0,18.02003278
21.097,36.345,8.2276,6.699,0,17.96201639
21.095,36.359,8.2298,6.7118,0,17.9040082
21.095,36.372,8.2333,6.7241,0,17.8470041
21.095,36.38,8.2383,6.7333,0,17.79250205
21.097,36.386,8.24185,6.7403,0,17.74125102
21.1,36.386,8.248425,6.7443,0,17.69362551
21.105,36.382,8.2575625,6.7452,0,17.64981276
21.1065,36.374,8.26883125,6.7433,0,17.60840638
21.10575,36.3425,8.282465625,6.737,0,17.57070319
21.105375,36.34375,8.284982813,6.7253,0,17.53635159
21.1051875,36.3495,8.283724219,6.7115,0,17.5046758
21.10509375,36.3565,8.283094922,6.6972,0,17.4753379
21.10504687,36.36425,8.282780273,6.6818,0,17.44816895
21.10502344,36.369125,8.282622949,6.6664,0,17.42208447
21.10501172,36.3715625,8.282544287,6.6574,0,17.39754224
21.10500586,36.37278125,8.282504956,6.64165,0,17.37577112
21.10500293,36.37339062,8.282485291,6.621275,0,17.35638556
21.09600146,36.37369531,8.282475458,6.5972375,0,17.33919278
21.08150073,36.37354297,8.282470541,6.57111875,0,17.32359639
21.06575037,36.3734668,8.276535271,6.544859375,0,17.30779819
21.05087518,36.37342871,8.268717635,6.519079687,0,17.2913991
21.03893759,36.37340967,8.264808818,6.494539844,0,17.27419955
21.0299688,36.37340015,8.262854409,6.491669922,0,17.25559977
21.0219844,36.37339539,8.261877204,6.493104883,0,17.23579989
21.0169922,36.37339301,8.261388602,6.493822363,0,17.21339994
21.012,36.37339182,8.261144301,6.494181104,0,17.18819997
21.012,36.38,8.2572,6.494360474,0,17.16209999
21.01,36.37,8.2605,6.494450159,0,17.13704999
21.0055,36.361,8.2609,6.494495001,0,17.114525
20.99675,36.356,8.256,6.494517422,0,17.0957625
20.984875,36.349,8.2506,6.494528633,0,17.07938125
20.9719375,36.339,8.2481,6.494534238,0,17.06519062
20.95696875,36.328,8.2446,6.517417119,0,17.06009531
20.93948437,36.315,8.2402,6.56165856,0,17.06264297
20.92124219,36.304,8.2366,6.61627928,0,17.0639168
20.90362109,36.296,8.2337,6.67028964,0,17.06455371
20.88831055,36.29,8.2327,6.71644482,0,17.06487217
20.88265527,36.287,8.235,6.73952241,0,17.0650314
20.88432764,36.288,8.238,6.751061205,0,17.06511101
20.88516382,36.292,8.2407,6.756830602,0,17.06515082
20.88558191,36.3235,8.2444,6.759715301,0,17.06517072
20.88579095,36.319,8.2491,6.761157651,0,17.06518067
20.88589548,36.334,8.2538,6.7813,0,17.06709034
20.88594774,36.345,8.2583,6.7682,0,17.07604517
20.88597387,36.351,8.262,6.7626,0,17.08952258
20.88598693,36.351,8.2641,6.7722,0,17.10626129
20.88599347,36.347,8.2658,6.7837,0,17.12563065
20.88599673,36.342,8.2675,6.7875,0,17.14731532
20.89099837,36.309,8.2683,6.7959,0,17.17165766
20.88849755,36.305,8.268,6.8093,0,17.19732883
20.88724714,36.301,8.2672,6.8206,0,17.22416442
20.88662194,36.289,8.2657,6.8283,0,17.25108221
20.88630934,36.281,8.2638,6.8298,0,17.2770411
20.88615303,36.28,8.2616,6.8207,0,17.30152055
20.88607488,36.281,8.2584,6.8099,0,17.32426028
20.88603581,36.28,8.2536,6.8022,0,17.34513014
20.88605535,36.282,8.25055,6.792,0,17.36306507
20.88606512,36.287,8.245275,6.7803,0,17.37753253
20.88607,36.293,8.2388875,6.7694,0,17.39076627
20.88607244,36.298,8.23264375,6.7595,0,17.40638313
20.88607366,36.302,8.226971875,6.7532,0,17.42469157
20.88607427,36.303,8.223035938,6.7527,0,17.44784578
20.88607458,36.304,8.221067969,6.7547,0,17.47542289
20.88607473,36.308,8.2136,6.7579,0,17.50571145
20.88607481,36.312,8.2137,6.765,0,17.53985572
20.8965374,36.316,8.216,6.7761,0,17.57892786
20.9077687,36.32,8.2182,6.787,0,17.61946393
20.90938435,36.325,8.2191,6.7951,0,17.65873197
20.90869218,36.33,8.2187,6.8001,0,17.69436598
20.90834609,36.336,8.2161,6.7997,0,17.72368299
20.90817304,36.342,8.213,6.7973,0,17.7478415
20.90808652,36.348,8.2103,6.7951,0,17.76892075
20.90804326,36.353,8.2066,6.7896,0,17.78546037
20.90802163,36.358,8.2017,6.7802,0,17.79623019
20.90801082,36.362,8.1982,6.7718,0,17.80411509
20.90800541,36.365,8.1977,6.7666,0,17.81305755
20.911,36.366,8.2002,6.765,0,17.82502877
20.908,36.365,8.2178,6.7693,0,17.84251439
20.906,36.363,8.21825,6.7758,0,17.86375719
20.901,36.359,8.223275,6.7822,0,17.8868786
20.9035,36.352,8.2333875,6.7918,0,17.9129393
20.90475,36.343,8.24809375,6.805,0,17.94346965
20.905375,36.335,8.259596875,6.8178,0,17.97523482
20.9056875,36.331,8.262998438,6.8283,0,18.00661741
20.90584375,36.331,8.264699219,6.8361,0,18.03530871
20.90592187,36.335,8.265549609,6.8389,0,18.05965435
20.90596094,36.343,8.265974805,6.84,0,18.08032718
20.90598047,36.364,8.266187402,6.8414,0,18.09966359
20.90599023,36.366,8.266293701,6.84,0,18.11733179
20.90799512,36.365,8.266346851,6.8357,0,18.1321659
20.90899756,36.3645,8.266373425,6.8301,0,18.14558295
20.90849634,36.36425,8.2711,6.8235,0,18.15879147
20.90824573,36.364125,8.2664,6.8165,0,18.17339574
20.90812042,36.3640625,8.2683,6.8099,0,18.19069787
20.90805777,36.36403125,8.2723,6.8014,0,18.20934893
20.90802644,36.36401563,8.2753,6.7894,0,18.22817447
20.90801078,36.36402344,8.2738,6.7753,0,18.24808723
20.90800295,36.36402734,8.27305,6.7587,0,18.26854362
20.90799903,36.3640293,8.272675,6.7418,0,18.29027181
20.90799708,36.36403027,8.2724875,6.7267,0,18.3126359
20.90449854,36.36403076,8.27239375,6.7125,0,18.33531795
20.90074927,36.36403101,8.272346875,6.6999,0,18.35765898
20.89637463,36.36403113,8.272323437,6.6888,0,18.38032949
20.89068732,36.36403119,8.272311719,6.6786,0,18.40466474
20.88434366,36.36403122,8.272305859,6.671,0,18.42983237
20.87817183,36.36701561,8.272308789,6.6665,0,18.45691619
20.87158591,36.3810078,8.272310254,6.6628,0,18.48495809
20.86379296,36.3975039,8.272310986,6.6588,0,18.51397905
20.85389648,36.40775195,8.272311353,6.655,0,18.54348952
20.84144824,36.41287598,8.272311536,6.6506,0,18.57424476
20.82672412,36.41543799,8.272311627,6.6475,0,18.60562238
20.81136206,36.41471899,8.272311673,6.6471,0,18.63781119
20.79468103,36.4143595,8.272311696,6.6482,0,18.6709056
20.79484051,36.41417975,8.272311684,6.6508,0,18.7049528
20.79492026,36.426,8.272311679,6.6545,0,18.7394764
20.79496013,36.421,8.272311676,6.6586,0,18.7732382
20.79498006,36.418,8.272311674,6.6637,0,18.8061191
20.79499003,36.42,8.272311674,6.6698,0,18.83705955
20.79499502,36.421,8.272311673,6.6766,0,18.86652977
20.79499751,36.418,8.272311673,6.6841,0,18.89476489
20.79499626,36.414,8.272311673,6.6919,0,18.92088244
20.79499564,36.409,8.2792,6.6999,0,18.94394122
20.79499533,36.404,8.2719,6.7077,0,18.96497061
20.79499517,36.4,8.265,6.715,0,18.98348531
20.79499509,36.396,8.259,6.7215,0,18.99924265
20.79499506,36.39,8.2555,6.7268,0,19.00962133
20.79499504,36.385,8.2513,6.7308,0,19.01481066
20.79499503,36.381,8.2448,6.7332,0,19.01740533
20.79499502,36.377,8.2413,6.7336,0,19.01870267
20.79299751,36.375,8.2358,6.7317,0,19.01935133
20.78249876,36.374,8.22955,6.7288,0,19.01967567
20.76974938,36.371,8.227875,6.726,0,19.021
20.75737469,36.368,8.2274875,6.7228,0,19.02
20.74968734,36.365,8.22744375,6.7197,0,19.021
20.74434367,36.362,8.227465625,6.7157,0,19.023
20.73867184,36.359,8.227476563,6.7099,0,19.0265
20.73383592,36.357,8.227471094,6.7032,0,19.03225
20.728,36.355,8.227468359,6.6957,0,19.041625
20.726,36.354,8.227466992,6.6881,0,19.0533125
20.725,36.353,8.2233,6.6813,0,19.06515625
20.723,36.352,8.2262,6.675,0,19.07707812
20.719,36.352,8.2271,6.6697,0,19.08703906
20.715,36.353,8.2274,6.6654,0,19.09701953
20.715,36.354,8.2285,6.6623,0,19.10850977
20.716,36.356,8.2284,6.6609,0,19.12075488
20.719,36.358,8.2271,6.6618,0,19.13437744
20.723,36.361,8.2264,6.6624,0,19.14868872
20.725,36.365,8.2274,6.6612,0,19.16284436
20.727,36.37,8.2302,6.6585,0,19.17692218
20.729,36.377,8.2358,6.6535,0,19.19146109
20.731,36.384,8.2426,6.6476,0,19.20573055
20.733,36.393,8.2392,6.6419,0,19.21886527
20.734,36.403,8.2375,6.6347,0,19.23143264
20.733,36.415,8.23665,6.6259,0,19.24271632
